Tiempo_s,Distancia_cm,Angulo_deg
9.5253044,20.14,-54.3
9.5259321,20.49,-55.26
9.5264139,21.26,-56.01
9.5269599,21.22,-56.98
9.5273977,21.3,-56.58
9.527794,20.32,-57.2
9.5281893,19.26,-57.24
9.5307681,21.26,-57.59
9.5454532,26.08,-57.42
9.5459223,18.31,-58.47
9.5462828,19.71,-58.6
9.5541514,21,-58.08
9.5609875,22.01,-56.1
9.561558,16.52,-57.11
9.5764874,21.45,-59.53
9.5953387,11.01,-57.42
9.5957616,11.92,-59.48
9.5961335,22.77,-59.57
9.5964186,20.25,-59.31
9.5974293,22.09,-59.48
9.5977623,19.51,-59.39
9.6024689,22.86,-59.26
9.613745,18.36,-58.95
9.614326,17.87,-59.48
9.6287632,19.77,-59.66
9.6291551,21.89,-59.39
9.6294369,20.89,-59.92
9.646457,19.29,-58.91
9.6627095,20.78,-59.04
9.6632934,18.57,-58.34
9.6637132,20.32,-59.17
9.6641734,19.2,-58.21
9.6645773,19.67,-58.82
9.6648898,20.28,-57.77
9.6652223,19.64,-58.08
9.6832534,17.81,-57.37
9.6840976,17.89,-57.64
9.6847517,22.18,-58.03
9.6998931,20.67,-57.37
9.7002964,21.11,-57.59
9.7005766,19.26,-57.33
9.700864,12.43,-55
9.714884,20.42,-56.36
9.7291984,18.39,-56.54
9.7298254,11.68,-56.41
9.7303943,20.63,-56.54
9.7308143,17.6,-56.36
9.7348469,19.77,-55.7
9.7353892,21.15,-55.39
9.7421865,18.25,-55.97
9.7484208,18.92,-55.66
9.7521517,18.86,-55.97
9.7631031,20.32,-55.53
9.7637295,17.63,-55.53
9.769202,17.47,-55.26
9.7843357,18.77,-55.7
9.8094528,19.2,-55.13
9.8101023,18.39,-55.57
9.8106638,20.78,-55
9.8111394,18.62,-55.75
9.81155,19.97,-55.39
9.8121464,18.57,-55.57
9.8125907,17.89,-55.31
9.8129828,20.46,-55.22
9.8273908,19.07,-54.56
9.8279305,17.87,-55.04
9.8282458,17.95,-55.66
9.8391076,21.26,-55.39
9.8396535,18.77,-55.17
9.8621904,11.78,-53.59
9.8767191,11.68,-53.64
9.8771732,18.62,-54.08
9.8774917,18.03,-55.66
9.8777747,20.11,-54.56
9.8781211,17.52,-55.66
9.8784085,17.52,-55.75
9.8806103,17.17,-55.48
9.8810114,17.47,-55.53
9.8997904,17.71,-55.88
9.9002882,17.45,-54.74
9.9007638,16.73,-54.82
9.9015069,18.86,-54.91
9.9154431,16.8,-55.31
9.9159326,16.9,-55.26
9.9162272,19.17,-55.26
9.9316967,18.62,-55.13
9.9565416,17.05,-55.04
9.9571622,16.97,-55
9.957714,17.81,-55.97
9.9581581,18.77,-55.09
9.9585476,17.58,-55.17
9.9588739,16.73,-55.26
9.9591782,15.97,-55.97
9.9643104,15.88,-55.88
9.9739108,19.29,-55.09
9.9744299,17.58,-55.83
9.9888595,17.68,-55.04
9.9892959,17.12,-55.04
9.9896245,10.16,-52.89
10.0073857,11.19,-54.3
10.0220758,18.45,-53.64
10.0224476,16.23,-53.02
10.0227303,17.02,-53.59
10.0230667,17.6,-52.14
10.0233384,17.92,-52.76
10.0275313,17.4,-51.7
10.0280451,17.84,-51.53
10.0435555,16.92,-51.66
10.044009,19.17,-51.7
10.0443033,16.36,-50.82
10.0542762,17.32,-51.48
10.05476,16.45,-50.69
10.077629,16.32,-50.25
10.0933677,17.79,-50.34
10.0940093,17.27,-49.59
10.0943747,17.02,-50.34
10.0946557,19.35,-50.34
10.094991,20.42,-50.08
10.0953141,16.92,-50.16
10.0956644,18.92,-49.81
10.0959975,17.05,-50.03
10.1000285,15.95,-50.08
10.1145,16.64,-50.03
10.1149008,18.57,-49.15
10.1299367,17.37,-48.93
10.1303731,17.89,-50.12
10.1306488,17.37,-50.25
10.1309341,11.33,-50.47
10.1452857,20.28,-49.9
10.1584375,20.96,-50.78
10.1588342,19.61,-50.56
10.159308,18,-50.91
10.1596194,20.92,-51
10.1651386,17.5,-51.22
10.1655353,18.31,-50.74
10.1723119,20.39,-51.04
10.1790909,18.77,-51.13
10.1802846,18.17,-51.53
10.196224,19.07,-51.75
10.1966323,18.11,-51.97
10.1969223,20.25,-51.66
10.2159479,17.6,-52.45
10.2316561,16.71,-52.23
10.2321971,17.92,-51.44
10.2326314,21.53,-52.14
10.2331588,18.83,-52.67
10.2335934,20.85,-52.36
10.2345722,20.32,-52.63
10.2350042,18.39,-52.93
10.2488405,19.45,-52.36
10.2493679,20.81,-52.8
10.2542787,20.14,-53.24
10.2625418,20.89,-51.48
10.262941,11.32,-51.66
10.2691302,20.11,-53.11
10.2846043,12.08,-53.15
10.298293,22.22,-53.15
10.2988115,19.77,-53.06
10.2991939,21.26,-53.15
10.2995013,20.14,-53.55
10.2997873,19.77,-53.42
10.3040127,20.71,-53.99
10.3050213,19.87,-53.15
10.3110689,19.97,-53.15
10.3178627,21.07,-53.15
10.334219,20.71,-52.76
10.3346208,22.01,-53.02
10.3348983,19.58,-53.2
10.3549361,22.77,-53.55
10.3704858,19.58,-53.24
10.3710167,19.45,-53.15
10.371468,19.71,-53.55
10.3719116,22.05,-53.64
10.3724321,22.34,-52.85
10.3728565,22.39,-53.28
10.3734292,22.01,-53.2
10.3773228,19.74,-53.59
10.3875709,21.77,-53.11
10.3881072,22.56,-53.77
10.3940196,19.23,-53.24
10.4087548,18.74,-53.59
10.4091497,11.81,-51.26
10.4094266,20.74,-53.72
10.4234237,18.83,-53.77
10.4361469,22.39,-53.24
10.4366805,20.07,-52.85
10.4371725,21.89,-53.72
10.4375606,21.85,-53.2
10.4378404,24.07,-53.42
10.4427487,20.74,-53.77
10.4498235,21.61,-53.86
10.4502266,23.64,-53.99
10.4554265,23.49,-53.37
10.4706228,20.42,-54.03
10.4710101,23.68,-53.2
10.4713058,24.26,-53.68
10.4863558,22.56,-54.08
10.5010908,23.78,-54.08
10.5015214,21.07,-54.47
10.5018775,19.61,-54.56
10.5021506,19.64,-54.25
10.5050218,24.57,-55.31
10.5053419,20.89,-55.97
10.5209803,21.61,-55.88
10.5214971,21.3,-55.97
10.5218321,20.67,-56.98
10.52713,20.85,-57.28
10.5335491,21.89,-54.82
10.5557728,21.22,-56.8
10.5706417,11.56,-55.97
10.5711747,12.32,-57.33
10.5715639,21.07,-58.16
10.5718951,20.78,-57.94
10.5722783,24.31,-57.77
10.5753252,23.04,-58.65
10.5757176,22.09,-59.35
10.5760026,22.01,-59.09
10.5815087,21.38,-59
10.5890744,20.89,-58.74
10.5960358,19.61,-60.14
10.5966587,21.07,-58.52
10.601468,20.67,-59.44
10.6096026,18.92,-58.91
10.6165744,22.77,-58.95
10.6169531,20.32,-58.69
10.6321763,24.02,-58.78
10.652651,20.53,-58.78
10.653117,20.89,-58.82
10.6535033,19.77,-59.17
10.6537861,21.3,-58.65
10.6540594,22.09,-58.78
10.6543303,20.96,-58.47
10.6548,19.87,-58.12
10.6697916,22.77,-58.3
10.6702233,20.21,-58.08
10.6705142,20.89,-55.97
10.6855101,21.38,-58.38
10.685982,18.48,-57.81
10.6863271,11.52,-58.03
10.7027958,20.14,-57.37
10.7156472,20.89,-57.28
10.7160695,18.6,-57.5
10.7164886,18.68,-57.15
10.7168388,19.77,-56.58
10.7207094,20.78,-57.37
10.721045,19.32,-56.49
10.7276595,21.22,-56.85
10.7351848,22.34,-56.49
10.735836,22.18,-55.83
10.7543943,18.98,-55.92
10.7550502,19.71,-56.27
10.7554236,20.85,-55.26
10.7703237,18.36,-55.88
10.7860195,18.77,-56.19
10.7865321,17.79,-55.26
10.7871374,20.32,-55.26
10.7877169,17.17,-55.31
10.7879936,20.49,-55.31
10.7882577,21.77,-55.22
10.7902501,20.89,-55.17
10.8068368,21.22,-54.95
10.8074615,20.67,-55.04
10.8079474,18.22,-55.39
10.8224785,17.6,-54.43
10.8230324,10.76,-52.89
10.8236107,17.47,-55.57
10.8412791,11.81,-54.82
10.8541847,20.56,-54.82
10.8546261,19.97,-54.3
10.8549175,18.48,-54.52
10.8552768,19.23,-54.78
10.8555724,19.42,-55.13
10.8593631,17.4,-55.13
10.8610419,20.89,-54.56
10.8666844,17.47,-55.22
10.8734891,17.95,-55.53
10.874588,18.28,-55.09
10.8877611,18.62,-54.82
10.8881676,18.17,-54.69
10.9092762,17.17,-55.66
10.9239516,19.67,-54.87
10.9243172,16.64,-54.95
10.9245946,18.42,-55.26
10.9249288,19.26,-55.04
10.9251981,16.36,-55.17
10.9254599,18.77,-54.87
10.9287128,18.54,-54.95
10.9301454,16.39,-55.39
10.9464462,18.77,-54.95
10.9468619,17.95,-55.13
10.9471537,18.11,-55
10.9612728,19.61,-55.66
10.9617493,10.16,-53.06
10.9621239,18.48,-54.95
10.9801005,18.31,-55.09
10.9934525,19.45,-54.87
10.9938191,19.07,-54.65
10.9941004,17.47,-54.6
10.9944413,18.31,-54.74
10.9947229,17.87,-54.03
10.9985168,15.95,-53.72
11.0008132,18.77,-53.37
11.0054816,19.26,-53.37
11.0124099,17.07,-53.77
11.0180067,16.3,-52.89
11.0342518,17.4,-51.97
11.0346632,17.19,-51.92
11.0349372,16.21,-51.79
11.049334,16.43,-50.95
11.0641995,16.43,-51.09
11.0646008,17.07,-51.75
11.0649555,17.05,-50.74
11.0652368,21.15,-50.56
11.0655019,18.71,-49.55
11.0677104,19.58,-50.43
11.087472,18.77,-49.33
11.0878827,20.07,-49.9
11.0881704,18.77,-50.16
11.0884717,16.18,-48.67
11.1049018,17.14,-50.12
11.1058878,11.47,-48.63
11.1061879,10.49,-49.68
11.119627,20.14,-50.25
11.1324489,19.84,-49.81
11.1328577,17.71,-50.6
11.1332481,19.91,-50.12
11.1335929,19.35,-50.12
11.1338641,18.77,-50.08
11.1372733,17.6,-50.3
11.144335,20.32,-50.95
11.1513362,19.42,-50.34
11.1517729,19.77,-51
11.1654693,17.09,-51.31
11.1660476,18.36,-51.75
11.166479,20.32,-51.44
11.1881087,21.93,-51.09
11.2026437,21.49,-51.17
11.2030112,17.68,-51.61
11.2033014,20.89,-51.7
11.2036346,20.14,-51.75
11.2039166,19.17,-51.75
11.2067076,19.87,-51.75
11.2069984,20.56,-52.36
11.2234498,17.22,-52.14
11.2238648,22.73,-52.05
11.2241719,19.67,-51.79
11.2389486,20.18,-50.21
11.2393364,18.48,-52.45
11.2396193,18.28,-52.49
11.2578278,11.29,-52.58
11.2698944,17.09,-53.15
11.2703353,19.55,-52.67
11.2706331,21.49,-52.63
11.2709742,19.55,-53.37
11.2712347,18.98,-53.2
11.2761415,18.34,-53.06
11.2764534,19.77,-53.11
11.283275,18.62,-52.76
11.2895017,21.34,-53.59
11.2915423,18.92,-52.67
11.3068195,19.94,-52.41
11.3072334,18.62,-52.85
11.307532,20.89,-53.15
11.3273029,21.93,-52.93
11.3418004,18,-52.32
11.3422946,17.71,-53.15
11.3426676,21.49,-52.05
11.3430311,20.78,-53.06
11.3433113,19.77,-53.15
11.345611,20.56,-52.54
11.345898,18.48,-52.93
11.3598457,21.49,-53.11
11.360233,21.49,-53.15
11.3605375,23.36,-52.93
11.3799007,19.77,-51.09
11.3805094,10.98,-51.44
11.3807904,18.83,-52.67
11.381298,23.59,-53.15
11.3951484,22.77,-53.15
11.4083892,19.77,-53.33
11.4087846,21.53,-53.55
11.4091981,22.95,-53.37
11.4184714,21,-53.15
11.4188342,19.2,-53.02
11.419117,20.01,-53.24
11.4213425,21.3,-53.15
11.4290864,20.11,-53.15
11.4358375,20.81,-53.24
11.4365378,19.58,-53.77
11.4405136,22.51,-53.81
11.4501973,23.97,-53.9
11.4505822,24.46,-52.89
11.473605,19.35,-53.42
11.4891653,22.99,-53.72
11.4895768,21.89,-53.15
11.4898639,23.59,-53.42
11.4902077,21.38,-53.81
11.4904788,22.14,-53.99
11.4907467,20.63,-53.94
11.4913451,21.49,-54.78
11.4958841,24.57,-54.25
11.5094965,22.39,-55.17
11.5099274,24.31,-55.7
11.519761,12.23,-55
11.5201493,12.08,-55.48
11.5427491,21.93,-56.27
11.5550679,24.98,-57.15
11.5554902,22.99,-57.42
11.5557932,20.89,-58.08
11.5560717,24.07,-57.59
11.5564075,20.39,-57.5
11.5566761,23.68,-57.94
11.5608692,22.73,-58.08
11.5611852,21.15,-58.78
11.568288,21.42,-58.52
11.5747405,21.07,-58.82
11.5751251,21,-57.28
11.5902347,19.32,-59.22
11.5907258,21.38,-58.82
11.5909966,22.56,-58.78
11.6119987,19.26,-58.52
11.6271226,21.73,-59
11.6274633,23.73,-59.44
11.6277377,20.14,-59.09
11.6280589,26.97,-58.47
11.6283261,21.93,-59.39
11.6302364,19.77,-59.53
11.6305104,19.04,-58.82
11.6466676,19.29,-58.95
11.6471539,20.35,-57.06
11.6474544,21.89,-58.3
11.6618387,22.82,-58.56
11.6625502,12.53,-58.34
11.6628384,18.65,-59.22
11.6814413,23.59,-57.68
11.6942371,22.22,-58.21
11.6946363,21.77,-57.33
11.694942,20.71,-57.5
11.6952884,20.89,-56.1
11.6955764,20.35,-58.95
11.7000348,20.96,-57.46
11.7004427,22.69,-57.55
11.7068974,20.81,-57.37
11.7137072,20.63,-56.76
11.7151243,22.22,-56.63
11.7278538,18.77,-56.93
11.7282469,21.61,-56.67
11.7515617,19.77,-57.06
11.7706373,18.71,-56.63
11.7711122,21.61,-55.97
11.7714168,20.14,-56.36
11.7717716,20.74,-56.01
11.7721382,19.94,-55.97
11.7724212,19.29,-55.83
11.7726903,22.56,-56.23
11.7733905,19.32,-55.26
11.7903591,19.35,-55.97
11.7909427,22.14,-53.9
11.7913474,11.98,-53.15
11.7917877,19.42,-54.74
11.8041859,11.74,-54.6
11.8045635,15.43,-54.95
11.8193914,19.97,-55.39
11.8320048,19.45,-55.79
11.8324014,18.45,-55.04
11.8327631,19.23,-54.95
11.8330535,20.32,-54.82
11.83333,17.19,-54.6
11.8387382,18.45,-55.26
11.8459223,20.89,-54.56
11.8464692,19.84,-54.82
11.8520128,19.32,-54.95
11.8668608,17.45,-55.13
11.8672608,19.23,-55.53
11.867539,19.29,-55.09
11.8866113,20.67,-54.74
11.9043973,19.04,-54.56
11.9047676,18.62,-54.82
11.9050602,17.19,-54.65
11.9053827,19.2,-54.95
11.9056495,21.38,-54.95
11.9059112,20.92,-55.22
11.9073394,18.77,-55.22
11.9222124,20.53,-55.26
11.9227435,19.14,-55.13
11.9230973,18.28,-55.75
11.9361298,10.57,-53.15
11.9365597,17.95,-55.04
11.9368753,19.58,-54.82
11.9592172,17.52,-54.95
11.9721952,18.83,-54.56
11.9726096,18.14,-54.87
11.9729155,16.23,-55.22
11.9732665,19.77,-55.04
11.9735464,16.3,-55.17
11.9776711,18.03,-56.01
11.9780143,17.95,-54.69
11.9846166,17.19,-54.74
11.9918392,16.73,-53.99
11.9923363,16.05,-54.12
11.998442,16.41,-54.56
12.0142183,16.83,-53.81
12.0147098,18.98,-53.37
12.0150896,18.89,-53.28
12.0287718,17.27,-52.45
12.0496801,18.34,-51.97
12.0502941,18,-52.14
12.050748,16.66,-51.53
12.0511501,18.39,-51.13
12.0515272,17.6,-51.44
12.0519465,16.8,-50.34
12.0542077,18.25,-51.75
12.0615717,18.22,-48.89
12.0623475,17.47,-50.91
12.075255,10.37,-48.8
12.0759157,11.35,-48.71
12.0764051,17.17,-50.21
12.0819154,19.77,-50.87
12.0962707,18.22,-48.89
12.096897,18.11,-50.34
12.0973131,18.68,-50.65
12.1186558,16.78,-50.87
12.1402406,20.11,-50.34
12.1407747,19.42,-50.43
12.1410727,19.07,-50.6
12.141421,20.14,-50.3
12.1416981,20.32,-50.95
12.1419656,19.51,-51.09
12.1422356,20.53,-50.74
12.1446212,21.45,-50.91
12.1514261,20.39,-50.91
12.1518602,17.84,-50.87
12.1582034,19.64,-51.66
12.1655759,17.81,-51.04
12.1661002,18.11,-51.48
12.1889477,18,-52.23
12.2058263,16.69,-51.26
12.2062778,19.97,-51.44
12.2065729,18.51,-51.61
12.2069074,21.85,-52.32
12.2071946,19.23,-50.47
12.2074693,21.15,-51.97
12.2077515,19.23,-51.7
12.2101456,11.61,-51.13
12.2258252,20.89,-52.32
12.2263576,20.49,-52.1
12.226712,20.32,-51.75
12.2411885,22.77,-52.85
12.2415753,22.56,-52.85
12.241847,18.77,-51.88
12.2563694,18.71,-52.63
12.2695823,22.18,-52.85
12.2700545,18.92,-52.54
12.2704757,19.77,-53.15
12.2708215,19.29,-53.11
12.2762021,21.77,-53.28
12.2765455,18.83,-53.64
12.2833066,21.89,-52.41
12.2898374,18.8,-52.49
12.2904569,20.49,-52.98
12.2971696,21.57,-52.49
12.3040788,19.61,-52.71
12.3201724,22.39,-52.85
12.3360173,19.81,-53.02
12.3364082,21.93,-53.28
12.3366889,22.01,-52.8
12.3370383,19.58,-52.63
12.3373092,19.26,-53.2
12.3375741,22.26,-51.04
12.3403694,12.34,-50.87
12.3565462,20.07,-52.45
12.3573325,12.22,-52.58
12.3578377,12.06,-52.58
12.3734985,20.35,-52.45
12.3739829,22.22,-53.11
12.3744118,20.39,-52.67
12.3938579,20.18,-52.89
12.4066552,21.26,-53.11
12.4070319,22.99,-53.02
12.4073267,23.68,-52.54
12.4077172,19.26,-53.15
12.4080201,19.58,-53.02
12.408293,22.95,-52.98
12.4142103,21.57,-53.28
12.4224671,22.86,-53.37
12.4229211,22.39,-53.2
12.4267319,21.93,-53.11
12.4362167,23.59,-53.15
12.4366109,23.36,-53.72
12.4425891,23.59,-53.42
12.4582271,20.04,-53.59
12.4746531,23.68,-52.45
12.4750299,19.77,-53.15
12.4753635,20.07,-53.55
12.475636,20.32,-53.2
12.4759021,25.41,-53.68
12.4773633,23.97,-52.41
12.4933782,11.83,-52.54
12.4938457,21.77,-53.72
12.4941486,22.09,-53.77
12.4984031,18.98,-55.17
12.5058929,21.38,-55.17
12.5063786,22.64,-55.75
12.5287816,25.14,-55.31
12.5430065,21.15,-55.66
12.5434629,21.07,-56.45
12.543754,22.05,-56.71
12.5440826,22.05,-56.93
12.5443558,20.85,-57.37
12.5471253,20.49,-57.46
12.547453,24.77,-57.37
12.5496744,19.35,-57.59
12.5645955,21.11,-58.56
12.5650426,20.32,-58.47
12.5802414,22.95,-58.56
12.580781,19.77,-58.56
12.5810582,23.04,-58.74
12.5813395,24.31,-58.52
12.5978545,23.31,-58.56
12.6132959,20.18,-58.56
12.613717,21.61,-59
12.6140821,23.04,-58.47
12.6143704,24.36,-58.21
12.6164789,20.81,-57.81
12.6167725,19.71,-58.56
12.6207028,12.27,-57.24
12.632259,12.29,-55.97
12.6326656,19.17,-58.78
12.6446491,22.6,-58.03
12.6451351,20.46,-58.74
12.6681707,21.89,-58.25
12.6807732,22.26,-58.78
12.6812195,18.77,-58.08
12.6815207,22.05,-58.12
12.6818718,19.14,-58.16
12.6821989,22.43,-58.3
12.6824703,20.89,-58.08
12.6860486,20.32,-57.81
12.686424,23.45,-58.03
12.6931447,22.6,-58.08
12.6998375,19.07,-56.89
12.7002348,20.85,-57.77
12.7173033,22.05,-57.06
12.7177886,17.65,-56.89
12.7180918,21.69,-57.42
12.7336398,19.77,-57.42
12.7483777,17.95,-56.85
12.7487651,19.35,-57.37
12.7491163,19.1,-56.63
12.7494315,17.07,-56.05
12.7496941,19.77,-56.76
12.7524556,22.01,-53.68
12.7624333,18.74,-56.19
12.7628905,22.14,-56.58
12.7701151,11.39,-55.13
12.7720129,11.14,-56.36
12.7832311,18.86,-55.66
12.7836454,19.42,-55.35
12.8063706,21.22,-55.48
12.8194821,21.42,-55.04
12.819865,17.89,-55.75
12.8201516,18.83,-55.04
12.8204352,19.26,-55.13
12.8207649,21.45,-55.75
12.821047,17.92,-54.65
12.8247278,19.07,-54.82
12.8250232,18.28,-54.65
12.8317695,21.26,-54.56
12.8394274,20.63,-54.69
12.8531371,20.32,-55
12.8535506,20.92,-55.04
12.8538356,17.47,-54.6
12.8668089,18.31,-54.65
12.8672165,17.17,-55.22
12.8674951,19.81,-54.38
12.8705459,20.42,-55.17
12.8874925,21.15,-54.69
12.8879755,18.77,-54.65
12.888274,18.11,-54.08
12.8908576,22.14,-53.15
12.9057482,11.24,-52.58
12.9061448,18.34,-55.48
12.9064367,18.45,-54.56
12.9216531,10.2,-55.39
12.9220335,18.74,-55.26
12.9223066,19.84,-55.66
12.9385087,19.67,-55.26
12.9509582,17.4,-55.04
12.951486,18.28,-54.65
12.9519797,18.48,-54.65
12.9523732,17.07,-55.31
12.95274,18.92,-54.74
12.9568838,18.74,-55
12.9620134,18.22,-55.44
12.9708357,19.84,-55.39
12.9712331,19.77,-55.39
12.9747918,16.27,-54.95
12.9845959,17.81,-54.52
12.991342,15.82,-54.43
12.9916449,17.02,-54.65
13.0066829,18.25,-53.64
13.0211535,18.28,-53.72
13.0215059,17.68,-53.2
13.0218405,20.11,-53.15
13.0221136,18.34,-52.1
13.0259246,19.97,-52.14
13.0264278,19.77,-51.48
13.0416876,18.68,-51.83
13.0421302,10.58,-48.93
13.0424323,11.2,-49.64
13.0562119,18.77,-50.95
13.0565943,17.09,-50.08
13.056868,21.3,-50.56
13.0773641,20.56,-51.26
13.0896369,18.31,-50.21
13.0900187,18.25,-51
13.090313,17.87,-50.34
13.0906458,19.77,-50.34
13.0909131,18.62,-49.81
13.0957006,17.52,-50.03
13.0960331,17.6,-50.34
13.1026988,19.17,-50.74
13.1097138,18.11,-50.95
13.1236603,18.31,-49.9
13.1242196,18.77,-50.34
13.1245296,20.01,-51.31
13.1465021,19.71,-51.09
13.1615974,21.26,-50.34
13.1619407,18.31,-51
13.1622168,17.87,-51.31
13.162487,19.2,-50.74
13.162805,20.71,-50.82
13.1630682,19.45,-50.82
13.1650542,19.67,-51.7
13.1653464,18.6,-50.3
13.1814421,18.98,-51.7
13.1818394,20.53,-51.7
13.1821416,11.34,-50.03
13.193242,18.68,-51.48
13.193616,18.03,-51.97
13.2165584,20.35,-51.66
13.2310692,20.53,-51.66
13.2314279,20.53,-51.66
13.2316986,18.8,-51.88
13.2319649,18.45,-52.19
13.232278,20.46,-51.7
13.2344345,20.89,-52.36
13.2347718,17.87,-51.79
13.2357251,21.42,-52.36
13.248867,19.81,-51.83
13.2493015,23.31,-52.67
13.2530517,22.14,-52.41
13.2552558,20.46,-51.75
13.2624982,19.94,-51.79
13.2855369,18.89,-52.67
13.3000234,22.77,-52.45
13.3004402,18.36,-51.83
13.3007277,19.1,-51.97
13.3009935,18.6,-52.41
13.3013093,17.87,-52.49
13.3015731,20.63,-53.06
13.3040007,22.18,-52.49
13.3052122,20.53,-50.74
13.3183488,16.69,-50.6
13.3188192,22.99,-53.2
13.3233669,11.18,-50.91
13.3385705,11.15,-52.93
13.3389609,22.56,-52.49
13.3392439,23.59,-52.85
13.347192,23.54,-52.71
13.3474946,19.61,-52.93
13.3630292,23.13,-52.71
13.3760355,21.15,-52.93
13.376394,23.4,-53.15
13.3767459,21.97,-52.58
13.3770273,24.07,-52.58
13.3804654,23.31,-52.54
13.3807798,24.57,-53.2
13.3873512,23.78,-53.02
13.3942181,21.97,-52.41
13.3976965,22.73,-53.06
13.4138802,21.3,-52.85
13.4144927,20.85,-52.98
13.4148162,25.03,-53.94
13.431457,23.13,-53.33
13.4463974,23.26,-53.02
13.4467363,22.77,-53.24
13.4470118,25.19,-53.11
13.4473363,22.14,-53.9
13.4476023,25.3,-53.02
13.4497452,24.07,-52.89
13.4500234,13.05,-51.61
13.467196,26.6,-54.03
13.4676663,21.42,-53.55
13.4679872,11.98,-53.28
13.478229,22.51,-53.28
13.4787755,24.31,-54.65
13.5009119,23.49,-53.64
13.5136561,24.21,-54.52
13.5141193,25.14,-54.3
13.5144401,21.42,-54.74
13.514766,22.01,-55
13.5151023,24.62,-55.26
13.5153851,19.61,-56.76
13.5191559,24.07,-56.23
13.5201973,24.36,-56.27
13.5261809,21.73,-56.19
13.5331367,19.04,-57.06
13.5473567,25.14,-57.5
13.5477962,22.34,-56.89
13.5481153,25.09,-58.12
13.5680417,22.14,-57.77
13.5833728,18.57,-57.99
13.5837707,21,-58.12
13.5841001,22.14,-59
13.5844289,21.49,-58.34
13.5846989,21.61,-58.78
13.5849639,26.31,-58.74
13.5987898,23.04,-58.78
13.5993344,12.96,-55.97
13.5996594,12.71,-57.15
13.6045625,21.49,-59
13.6193772,18.86,-58.78
13.6197559,20.63,-58.25
13.6200422,18.62,-58.03
13.6394316,17.87,-58.78
13.6525633,22.01,-58.25
13.6529464,19.2,-58.6
13.6532367,19.39,-58.69
13.6536035,20.42,-58.47
13.6538849,24.46,-58.08
13.6541568,22.73,-58.38
13.6579569,19.45,-58.52
13.6651231,19.77,-58.74
13.665549,20.56,-58.74
13.6718179,18.34,-58.21
13.6896299,23.45,-58.12
13.6901982,21.53,-57.46
13.6906423,22.82,-58.3
13.7090252,19.67,-58.08
13.7238085,19.71,-57.24
13.7241479,20.04,-57.15
13.7244483,22.69,-56.98
13.7247722,19.77,-57.33
13.7250366,20.53,-57.2
13.7252959,18.89,-55.35
13.7275513,21,-56.23
13.7321664,18.74,-57.06
13.7475874,11.21,-54.65
13.7481082,22.18,-56.36
13.7485065,20.71,-57.06
13.755402,21.42,-55.88
13.7557909,21.57,-56.01
13.762421,20.63,-55.57
13.7864915,20.25,-55.09
13.8012212,21.77,-56.01
13.8015884,18.89,-55.88
13.8018652,18.51,-55.97
13.8021684,20.56,-55.31
13.8024893,18,-55.97
13.802755,21.15,-55.97
13.8043247,23.04,-55.92
13.8071702,22.56,-55.83
13.8107119,17.84,-56.36
13.8180794,19.84,-54.95
13.8249576,21.77,-55.17
13.8253725,21.49,-54.56
13.8386063,22.34,-55.44
13.8389936,18.77,-54.82
13.8506933,18.98,-54.56
13.8668511,22.14,-55
13.8672458,19.64,-54.6
13.8675904,18.92,-54.69
13.8678757,21.49,-53.24
13.8681429,18.77,-53.2
13.8703249,18.62,-54.56
13.8907641,11.71,-53.42
13.8911735,10.89,-55.17
13.8914549,17.98,-55.66
13.8917298,16.59,-54.82
13.9013668,17.14,-55.26
13.9017128,17.63,-55.35
13.9247835,19.84,-54.95
13.9374457,17.58,-55.44
13.9378924,21.77,-54.78
13.9381971,19.71,-54.65
13.9386861,20.71,-55.7
13.9391535,19.39,-54.82
13.9430976,20.78,-55.44
13.9435507,19.94,-54.87
13.9445677,17.37,-55
13.9500045,18.28,-55.17
13.9568876,16.66,-55.26
13.9751548,17.87,-55.26
13.9755371,16.62,-54.56
13.9758064,19.42,-55
13.9760716,18.51,-55.22
13.9936102,19.35,-54.95
14.0086966,19.2,-54.78
14.0092385,19.1,-54.56
14.0097593,17.6,-54.08
14.0102149,18.25,-54.08
14.0106677,11.92,-51.44
14.0123429,17.52,-52.67
14.0158117,16.71,-52.49
14.0310543,10.96,-52.45
14.0315348,18.65,-52.36
14.0318487,17.98,-51.7
14.0403081,19.23,-51.57
14.0406877,19.14,-51.66
14.0639028,18.39,-51.17
14.0780517,17.63,-51.39
14.0784253,19.23,-51.13
14.0787485,19.29,-50.95
14.0790734,18.25,-51.04
14.0793425,17.47,-50.25
14.0817865,17.58,-50.91
14.0820985,19.77,-50.47
14.0852931,19.48,-50.03
14.0992387,18.77,-51.17
14.0996797,17.87,-50.38
14.1099641,20.89,-49.77
14.1105792,19.74,-50.21
14.1332756,17.22,-50.34
14.1484429,20.07,-50.56
14.1488119,18.17,-50.91
14.1491162,18.92,-51.09
14.1493892,18.77,-51.26
14.1497115,17.42,-50.78
14.1499792,18.95,-51
14.1502404,11.15,-49.11
14.1511122,12.4,-49.24
14.1683281,20.11,-51.61
14.168729,20.92,-50.95
14.1690432,20.89,-51.44
14.1841825,19.39,-51.61
14.1845766,19.26,-51.53
14.1848527,18.95,-51.79
14.2021863,17.05,-51.53
14.2151116,19.26,-51.48
14.2155137,21.34,-51.75
