Tiempo_s;Distancia_cm;Angulo_deg;Vref_V;Angulo
23.155.887;13,08;-57,94;3,3;32,06
30.377.944;12,4;-59,22;3,3;30,78
30.701.477;12,45;-58,69;3,3;31,31
30.959.867;12,37;-59,39;3,3;30,61
31.255.961;12,03;-58,3;3,3;31,7
31.343.752;12,06;-58,08;3,3;31,92
3.136.951;12,19;-58,21;3,3;31,79
31.383.247;11,97;-58,69;3,3;31,31
31.391.364;12,45;-59,48;3,3;30,52
31.399;12,32;-57,68;3,3;32,32
31.407.335;12,27;-57,11;3,3;32,89
31.416.534;11,1;-57,5;3,3;32,5
31.424.635;11,7;-58,52;3,3;31,48
31.431.991;12,13;-57,59;3,3;32,41
31.439.606;11,31;-57,59;3,3;32,41
31.446.965;11,29;-57,68;3,3;32,32
31.454.453;12,03;-58,08;3,3;31,92
31.462.177;10,92;-57,94;3,3;32,06
31.469.565;11,38;-57,99;3,3;32,01
31.476.732;2,96;-32,76;3,3;57,24
31.484.214;11;-56,23;3,3;33,77
31.491.716;11,06;-55,97;3,3;34,03
31.502.993;10,85;-57,24;3,3;32,76
31.529.867;10,55;-57,15;3,3;32,85
31.538.592;10,67;-57,59;3,3;32,41
31.545.984;10,67;-57,11;3,3;32,89
31.553.195;11,15;-56,71;3,3;33,29
31.560.492;10,37;-57,11;3,3;32,89
31.567.665;10,98;-55,48;3,3;34,52
31.574.788;11,04;-56,41;3,3;33,59
31.582.073;10,05;-55,83;3,3;34,17
31.590.144;10,44;-56,63;3,3;33,37
31.597.548;10,18;-57,46;3,3;32,54
31.604.791;10,12;-56,54;3,3;33,46
31.614.242;10,42;-56,41;3,3;33,59
31.629.766;10,15;-55,97;3,3;34,03
31.637.194;9,95;-55,13;3,3;34,87
31.644.662;9,64;-56,36;3,3;33,64
31.651.837;9,4;-56,1;3,3;33,9
31.658.941;9,84;-55,66;3,3;34,34
31.666.384;9,31;-56,45;3,3;33,55
31.673.794;9,42;-56,45;3,3;33,55
3.168.141;9,6;-55,48;3,3;34,52
31.688.944;9,28;-55,57;3,3;34,43
31.696.455;9,6;-31,79;3,3;58,21
31.704.575;2,96;-31,57;3,3;58,43
3.171.338;9,2;-56,93;3,3;33,07
31.721.524;2,96;-54,56;3,3;35,44
31.729.446;8,97;-54,74;3,3;35,26
31.736.855;9,33;-56,76;3,3;33,24
31.744.288;9,7;-55,83;3,3;34,17
31.751.581;9,39;-56,67;3,3;33,33
31.758.726;8,95;-55,57;3,3;34,43
31.766.058;9,11;-56,36;3,3;33,64
31.773.139;8,86;-55,75;0;34,25
31.790.853;9,17;-55,35;0;34,65
31.798.258;8,88;-55,92;0;34,08
31.805.403;9,05;-55;0;35
31.812.708;8,6;-55,04;0;34,96
31.819.774;8,77;-54,25;0;35,75
31.827.025;8,84;-55,31;0;34,69
31.834.292;8,45;-54,43;0;35,57
31.841.339;8,84;-54,38;0;35,62
31.848.675;8,7;-53,9;0;36,1
31.855.746;8,68;-53,15;0;36,85
31.864.008;8,71;-53,15;0;36,85
31.878.484;8,45;-53,15;0;36,85
3.188.586;8,97;-52,19;0;37,81
31.893.261;8,97;-52,05;0;37,95
31.900.338;9,06;-51,35;0;38,65
31.907.402;9,17;-28,14;0;61,86
31.914.687;9,1;-52,45;0;37,55
31.921.744;8,85;-51,75;0;38,25
31.928.989;5,05;-50,78;0,59;39,22
31.936.273;9,57;-50,34;0;39,66
31.944.558;9,03;-50,43;0;39,57
31.952.206;9,28;-49,02;0;40,98
31.959.361;9,25;-50,34;0;39,66
31.966.546;9,13;-50,38;0;39,62
31.973.967;9,67;-50,56;0;39,44
31.981.073;9,18;-50,56;0;39,44
31.988.133;9,68;-52,05;0;37,95
31.995.555;9,8;-50,34;0;39,66
32.003.411;10,1;-50,6;0;39,4
32.010.465;9,82;-49,94;0;40,06
32.017.905;10,16;-48,93;0;41,07
32.026.836;9,27;-50,91;0;39,09
32.045.166;9,64;-51,09;0;38,91
32.053.034;10,27;-49,64;0;40,36
32.060.551;10,25;-49,94;0;40,06
32.067.843;9,76;-50,34;0;39,66
32.075.107;9,82;-50,03;0;39,97
32.082.333;10,16;-50,34;0;39,66
32.089.374;10,41;-50,78;0;39,22
32.096.828;10,2;-50,74;0;39,26
32.103.902;10,65;-50,34;0;39,66
32.112.014;10,17;-51,44;0;38,56
32.126.358;10,79;-51,22;0;38,78
32.133.758;5,35;-27,83;0,55;62,17
32.141.547;5,58;-51;0,57;39
32.148.834;10,71;-50,87;0;39,13
32.156.109;10,73;-50,91;0;39,09
3.216.344;10,39;-51,44;0;38,56
32.170.549;10,67;-51,04;0;38,96
32.177.608;10,7;-51,88;0;38,12
32.184.909;11,11;-51,75;0;38,25
32.192.121;10,67;-51,92;0;38,08
32.200.569;10,79;-52,41;0;37,59
32.209.835;10,96;-53,06;0;36,94
3.221.833;11,04;-51,88;0;38,12
32.225.541;11;-52,89;0;37,11
32.232.872;11,15;-52,67;0;37,33
32.240.176;11,25;-53,55;0;36,45
32.247.263;11,6;-51,48;0;38,52
3.225.435;12,24;-52,45;0;37,55
32.261.632;11,97;-52,71;0;37,29
32.270.794;11,33;-52,05;0;37,95
32.289.218;11,97;-52,45;0;37,55
32.297.879;11,46;-51,97;0;38,03
3.230.529;12,87;-53,46;0;36,54
3.231.238;12,19;-52,49;0;37,51
32.319.447;12,18;-53,15;0;36,85
3.232.671;11,85;-53,02;0,04;36,98
32.333.777;5,95;-29,24;0;60,76
32.341.074;5,95;-30,08;0,54;59,92
32.348.166;13,02;-53,64;0;36,36
32.355.498;12,74;-54,08;0;35,92
32.364.462;12,23;-53,15;0,01;36,85
32.372.702;12,46;-53,37;0;36,63
32.380.106;12,18;-53,55;0;36,45
32.387.264;12,5;-54,69;0;35,31
32.394.542;12,98;-54,3;0;35,7
32.401.785;12,89;-53,2;0;36,8
32.408.872;12,81;-54,03;0;35,97
32.415.909;12,74;-53,2;0;36,8
32.423.141;13,11;-53,15;0;36,85
32.430.191;13,56;-54,38;0;35,62
32.442.599;13,53;-54,25;0;35,75
32.457.918;13,36;-54,3;0;35,7
32.465.676;14,12;-54,3;0;35,7
32.473.298;13,68;-53,28;0;36,72
32.480.902;13,31;-55;0;35
32.488.015;13,81;-54,43;0;35,57
32.497.954;13,89;-54,87;0;35,13
32.505.632;13,92;-53,28;0;36,72
32.513.347;13,86;-53,99;0;36,01
32.523.671;14,29;-53,28;0;36,72
32.542.187;13,45;-54,65;0;35,35
3.255.044;13,86;-54,56;0,01;35,44
32.557.735;6,52;-30,52;0;59,48
32.564.801;13,81;-55,75;0;34,25
32.571.808;14,96;-54,16;0;35,84
32.578.991;13,65;-54,65;0,54;35,35
32.586.027;14,14;-55,26;0,07;34,74
32.593.262;15;-54,52;3,3;35,48
3.260.637;14,14;-55;3,3;35
32.620.589;14,65;-53,9;3,3;36,1
32.627.996;15,35;-54,47;3,3;35,53
32.635.332;15,8;-54,34;3,3;35,66
32.642.447;14,68;-55,04;3,3;34,96
32.649.473;15,61;-56,41;3,3;33,59
32.656.709;15,17;-55,04;3,3;34,96
32.664.008;14,85;-55,79;3,3;34,21
32.671.268;15,29;-56,67;3,3;33,33
32.678.732;16,01;-56,8;3,3;33,2
32.686.085;15,31;-57,24;3,3;32,76
32.693.276;15,25;-57,77;3,3;32,23
32.700.332;15,51;-58,65;3,3;31,35
32.707.309;15,41;-57,86;3,3;32,14
32.714.478;15,19;-58,6;3,3;31,4
32.721.589;14,96;-60,23;3,3;29,77
32.729.047;15,43;-60,1;3,3;29,9
32.736.242;14,4;-59,39;3,3;30,61
32.743.316;15,71;-59,48;3,3;30,52
32.750.348;14,68;-35,57;3,3;54,43
32.758.921;2,96;-35,53;3,3;54,47
32.774.543;13,86;-60,05;3,3;29,95
32.781.794;2,96;-59,88;3,3;30,12
32.788.908;13,27;-61,55;3,3;28,45
32.796.148;14,63;-61,2;3,3;28,8
3.280.342;13,86;-61,81;3,3;28,19
32.810.511;14,63;-61,55;3,3;28,45
32.817.751;14,59;-61,28;3,3;28,72
32.824.853;13,17;-60,93;3,3;29,07
32.831.888;13,65;-61,11;3,3;28,89
32.839.109;13,57;-58,78;3,3;31,22
3.284.616;13,18;-59,44;3,3;30,56
32.854.652;12,99;-60,49;3,3;29,51
32.870.213;13,54;-60,41;3,3;29,59
32.877.581;12,74;-58,87;3,3;31,13
32.884.839;12,46;-59,88;3,3;30,12
32.891.869;13,75;-59,26;3,3;30,74
32.898.893;13,36;-58,87;3,3;31,13
32.906.066;13,22;-59,92;3,3;30,08
32.913.081;13,14;-59,7;3,3;30,3
3.292.006;12,69;-60,23;3,3;29,77
32.928.331;12,55;-58,78;3,3;31,22
32.943.331;12,36;-60,19;3,3;29,81
32.950.492;12,46;-58,65;3,3;31,35
3.295.775;11,66;-58,47;3,3;31,53
32.964.822;12,46;-35,57;3,3;54,43
32.971.878;12,04;-59,31;3,3;30,69
32.979.091;13,4;-58,95;3,3;31,05
32.986.101;2,96;-57,99;3,3;32,01
32.993.117;11,64;-58,08;3,3;31,92
33.000.594;11,71;-58,6;3,3;31,4
33.007.666;12,06;-58,08;3,3;31,92
33.015.457;11,83;-57,37;3,3;32,63
33.022.612;12,09;-57,68;3,3;32,32
33.030.114;12,06;-57,5;3,3;32,5
33.037.606;11,86;-57,77;3,3;32,23
33.045.326;11,18;-57,15;3,3;32,85
33.053.201;11,84;-56,76;3,3;33,24
33.060.762;11,79;-58,78;3,3;31,22
33.068.055;11,39;-58,08;3,3;31,92
33.075.328;11,42;-59,92;3,3;30,08
33.082.935;11,2;-57,37;3,3;32,63
33.091.123;11,2;-57,46;3,3;32,54
33.106.327;10,85;-57,37;3,3;32,63
33.113.457;10,99;-56,76;3,3;33,24
33.120.705;10,37;-57,42;3,3;32,58
33.127.758;11,1;-57,37;3,3;32,63
33.134.822;10,76;-57,42;3,3;32,58
3.314.197;10,67;-57,33;3,3;32,67
33.148.993;11,27;-56,05;3,3;33,95
33.155.967;10,01;-57,06;3,3;32,94
33.163.263;10,62;-32,76;3,3;57,24
33.170.229;10,68;-57,06;3,3;32,94
3.317.863;2,96;-32,45;3,3;57,55
33.191.992;2,96;-55,75;3,3;34,25
33.199.259;10,25;-57,06;3,3;32,94
33.206.606;10,45;-56,58;3,3;33,42
33.213.594;10,53;-55,57;3,3;34,43
33.220.588;10,31;-56,49;3,3;33,51
33.227.757;10,06;-55,48;3,3;34,52
3.323.499;10,22;-56,98;3,3;33,02
33.242.553;9,68;-57,2;3,3;32,8
33.250.152;10,29;-55,09;3,3;34,91
33.257.668;9,77;-56,23;3,3;33,77
33.265.049;9,64;-56,01;3,3;33,99
33.272.108;9,67;-56,63;3,3;33,37
33.279.727;9,99;-56,36;3,3;33,64
33.287.335;9,5;-55,97;3,3;34,03
3.329.509;9,41;-55,79;3,3;34,21
33.302.216;9,76;-56,19;3,3;33,81
33.309.534;9,53;-55,22;3,3;34,78
33.317.029;8,88;-55,39;3,3;34,61
33.324.348;9,71;-55,17;3,3;34,83
33.332.006;9,57;-55,09;3,3;34,91
33.340.824;9,34;-56,05;3,3;33,95
3.335.576;9,54;-55,22;3,3;34,78
33.362.892;9,33;-56,01;3,3;33,99
33.370.211;9,03;-57,33;3,3;32,67
33.377.263;8,91;-55,13;3,3;34,87
33.384.319;5;-32,01;0,51;57,99
33.391.699;8,6;-56,41;0;33,59
33.399.149;8,91;-55,22;0;34,78
33.406.404;8,32;-55,97;0,17;34,03
33.414.139;8,78;-55,97;0;34,03
33.423.135;8,68;-54,56;0;35,44
3.343.694;8,6;-54,65;0;35,35
3.344.639;8,72;-53,55;0;36,45
33.455.878;8,47;-53,15;0,01;36,85
33.464.929;8,57;-53,15;0;36,85
33.475.151;8,92;-51,97;0;38,03
33.482.611;8,56;-52,71;0;37,29
33.490.047;8,7;-52,76;0;37,24
33.499.309;8,63;-52,41;0;37,59
33.511.662;8,94;-52,71;0;37,29
3.352.765;8,88;-51,17;0;38,83
33.535.566;8,99;-51,61;0;38,39
33.544.823;8,92;-50,34;0;39,66
33.552.098;9,06;-51,53;0;38,47
33.559.488;8,99;-50,34;0;39,66
33.566.677;9,33;-49,86;0;40,14
3.357.378;9,68;-50,43;0;39,57
33.582.473;8,67;-49,59;0;40,41
33.597.552;9,51;-49,86;0;40,14
33.604.746;9,33;-49,72;0;40,28
33.614.557;5,31;-26,74;0;63,26
33.623.398;5,09;-26,47;0,4;63,53
33.632.306;9,43;-49,59;0;40,41
33.642.846;7,78;-49,55;0,58;40,45
33.650.441;9,93;-50,52;0,42;39,48
33.658.366;9,17;-51,44;0;38,56
33.665.667;9,6;-48,36;0;41,64
33.672.861;9,95;-49,72;0;40,28
33.679.844;9,82;-50,95;0;39,05
33.686.829;9,74;-51,09;0;38,91
33.695.073;9,76;-50,38;0;39,62
33.702.175;9,59;-51,09;0;38,91
3.370.963;9,98;-51,17;0;38,83
3.371.687;9,92;-51;0;39
33.724.182;9,84;-50,34;0;39,66
33.731.337;10,12;-50,38;0;39,62
33.739.571;9,92;-52,49;0;37,51
33.759.862;10,28;-50,91;0;39,09
3.377.185;10,7;-53,33;0;36,67
33.783.927;9,9;-52,54;0;37,46
33.795.262;9,85;-51,75;0;38,25
3.380.709;10,61;-51,88;0;38,12
33.820.773;10,32;-51,75;0;38,25
33.833.702;10,45;-51,44;0;38,56
33.841.162;10,83;-53,11;0;36,89
33.848.407;11,21;-29,64;0;60,36
33.855.642;6,06;-28,98;0;61,02
33.862.688;10,79;-53,11;0;36,89
33.870.043;10,79;-51,35;0;38,65
33.877.191;8,2;-52,32;0,54;37,68
33.884.155;11,32;-52,36;0;37,64
3.389.111;11,78;-51,26;0,04;38,74
33.898.379;11,16;-51,83;0;38,17
33.906.025;11,35;-53,06;0;36,94
33.923.826;11,15;-52,63;0;37,37
33.931.165;11,6;-51,97;0;38,03
33.938.258;11,28;-53,55;0;36,45
33.945.726;11,65;-52,67;0;37,33
33.952.721;11,42;-53,11;0;36,89
33.959.655;11,61;-53,11;0;36,89
33.966.814;12,03;-53,24;0;36,76
33.973.774;11,25;-52,05;0;37,95
33.981.273;11,99;-54,38;0;35,62
33.989.496;11,87;-53,24;0;36,76
34.004.491;12,74;-53,11;0;36,89
34.014.686;11,44;-52,45;0;37,55
340.254;12,7;-52,45;0;37,55
34.035.374;12,4;-53,15;0;36,85
34.045.732;12,58;-53,15;0;36,85
34.056.315;12,85;-53,15;0;36,85
34.065.464;13,05;-53,42;0;36,58
34.074.491;12,02;-30,16;0;59,84
34.092.693;12,46;-54,52;0;35,48
34.103.178;12,92;-52,89;0;37,11
34.114.709;6,08;-50,43;0,58;39,57
34.126.096;7,91;-55,26;0,57;34,74
34.136.231;13,46;-53,59;0;36,41
34.146.544;13,6;-54,43;0;35,57
34.157.613;13,39;-55,04;0;34,96
34.165.374;13,78;-54,34;0,07;35,66
34.172.996;13,14;-54,56;0;35,44
34.180.334;13,36;-54,25;0;35,75
34.187.528;13,81;-54,95;0;35,05
34.194.897;13,75;-53,42;0;36,58
34.202.165;13,27;-54,34;0;35,66
3.420.919;14,38;-55,44;0;34,56
3.421.616;13,17;-54,12;0;35,88
34.223.376;13,21;-54,03;0;35,97
34.230.377;15,02;-55,09;0;34,91
34.239.151;14,74;-55,44;0;34,56
34.257.013;15,29;-53,9;0;36,1
34.264.709;15,23;-54,47;0;35,53
34.272.096;15,04;-53,99;0;36,01
34.279.129;13,65;-57,99;0;32,01
34.286.123;14,14;-57,28;0;32,72
34.293.316;13,97;-54,43;3,3;35,57
34.300.294;14,68;-54,52;3,3;35,48
34.307.294;14,79;-31,75;3,3;58,25
34.314.546;16,16;-55,53;3,3;34,47
34.321.611;2,96;-31,22;3,3;58,78
34.338.642;2,96;-48,1;3,3;41,9
34.346.419;15,07;-55,39;3,3;34,61
34.353.519;15,39;-56,19;3,3;33,81
34.360.751;14,96;-54,34;3,3;35,66
34.367.959;14,88;-56,93;3,3;33,07
34.374.968;15,67;-57,28;3,3;32,72
34.381.907;14,4;-57,06;3,3;32,94
34.389.087;14,87;-57,37;3,3;32,63
34.396.046;15,55;-58,69;3,3;31,31
34.412.255;14,29;-58,82;3,3;31,18
34.427.726;13,65;-58,87;3,3;31,13
34.435.246;15,49;-58,82;3,3;31,18
34.442.566;14,83;-59,61;3,3;30,39
34.449.586;15;-59,79;3,3;30,21
34.456.738;14,21;-58,56;3,3;31,44
34.464.086;13,81;-59,04;3,3;30,96
34.471.304;15,11;-59,92;3,3;30,08
34.478.299;14,04;-60,49;3,3;29,51
34.486.314;14,21;-60,45;3,3;29,55
34.500.658;13,94;-61,06;3,3;28,94
34.507.985;14,17;-61,72;3,3;28,28
34.515.472;14,77;-59,75;3,3;30,25
34.522.548;14,11;-60,93;3,3;29,07
34.529.602;13,6;-60,98;3,3;29,02
34.536.923;14,36;-60,1;3,3;29,9
34.543.999;2,96;-35,31;3,3;54,69
34.551.257;13,11;-60,98;3,3;29,02
34.559.021;12,69;-60,93;3,3;29,07
34.568.428;13,57;-59,44;3,3;30,56
34.589.116;13,39;-59,48;3,3;30,52
34.597.169;13,34;-60,93;3,3;29,07
34.607.673;12,22;-59,35;3,3;30,65
34.620.254;12,7;-59,31;3,3;30,69
34.632.456;13,51;-58,91;3,3;31,09
34.645.099;12,89;-59,7;3,3;30,3
34.657.992;12,53;-58,78;3,3;31,22
34.670.903;12,34;-59,97;3,3;30,03
34.683.771;12,19;-58,47;3,3;31,53
3.469.616;12,5;-60,05;3,3;29,95
34.708.688;12,98;-57,99;3,3;32,01
34.721.482;12,96;-59,44;3,3;30,56
34.733.891;12,07;-57,77;3,3;32,23
34.756.808;12,17;-58,95;3,3;31,05
34.768.881;12,5;-57,5;3,3;32,5
34.776.969;12,81;-58,82;3,3;31,18
34.787.407;11,86;-59,04;3,3;30,96
34.797.476;12,45;-58,16;3,3;31,84
34.807.562;11,64;-58,08;3,3;31,92
34.819.072;11,61;-57,37;3,3;32,63
3.483.323;11,03;-60,23;3,3;29,77
34.845.742;7,12;-33,46;3,3;56,54
34.857.167;2,96;-33,46;3,3;56,54
34.869.474;11,49;-58,08;3,3;31,92
34.883.674;2,96;-58,78;3,3;31,22
34.911.573;11,43;-58,03;3,3;31,97
34.927.076;11,31;-57,42;3,3;32,58
34.939.032;10,67;-56,1;3,3;33,9
3.495.048;11,47;-56,71;3,3;33,29
34.964.298;10,79;-57,24;3,3;32,76
34.979.254;11,65;-57,81;3,3;32,19
34.990.187;10,51;-56,67;3,3;33,33
35.000.188;10,61;-56,93;3,3;33,07
35.010.167;10,91;-57,37;3,3;32,63
35.020.818;10,72;-56,89;3,3;33,11
35.029.456;11,35;-55,35;3,3;34,65
3.503.929;10,41;-56,8;3,3;33,2
35.057.272;10,41;-57,24;3,3;32,76
35.066.717;10,1;-57,42;3,3;32,58
35.074.183;10,09;-55,35;3,3;34,65
35.081.221;10,54;-56,8;3,3;33,2
3.508.837;10,88;-56,23;3,3;33,77
35.095.356;9,79;-55,83;3,3;34,17
35.102.281;10,23;-56,1;3,3;33,9
35.109.357;9,36;-57,28;3,3;32,72
35.116.321;10;-56,76;3,3;33,24
35.123.187;9,92;-55,75;3,3;34,25
35.130.235;7,6;-32,71;3,3;57,29
35.137.102;9,71;-55,13;3,3;34,87
3.514.508;9,86;-56,63;3,3;33,37
35.152.222;2,96;-57,15;3,3;32,85
35.159.166;9,81;-55,22;3,3;34,78
35.166.035;9,78;-56,45;3,3;33,55
35.173.092;9,44;-56,63;3,3;33,37
35.179.962;10,06;-56,23;3,3;33,77
35.186.871;9,68;-55,26;3,3;34,74
35.193.923;9,25;-56,32;3,3;33,68
35.200.794;9,7;-56,41;3,3;33,59
35.207.659;9,11;-55,75;3,3;34,25
35.214.725;9,37;-56,32;3,3;33,68
35.221.591;9,33;-54,95;3,3;35,05
35.244.574;8,68;-55,57;3,3;34,43
35.253.228;9,2;-55,17;3,3;34,83
35.260.557;9,1;-56,67;3,3;33,33
35.267.548;8,81;-56,71;3,3;33,29
35.274.725;8,87;-56,27;3,3;33,73
35.281.594;8,87;-55,53;0;34,47
35.288.655;8,65;-55,26;0;34,74
35.295.625;8,45;-55,83;0;34,17
35.302.578;8,69;-55,44;0;34,56
35.310.849;8,54;-55,26;0;34,74
35.317.801;8,37;-55,97;0;34,03
35.324.653;8,28;-37,5;0;52,5
35.349.985;8,49;-30,52;0;59,48
35.433.018;8,53;-53,46;0;36,54
3.545.144;4,95;-34,87;0,49;55,13
35.459.513;4,93;-53,99;0,57;36,01
35.467.048;8,57;-53,37;0;36,63
35.475.983;8,59;-52,32;0;37,68
35.489.645;8,53;-53,15;0;36,85
3.549.683;8,55;-52,14;0;37,86
35.504.857;8,73;-51,75;0;38,25
35.515.027;8,7;-50,03;0;39,97
35.526.106;8,91;-50,47;0;39,53
35.536.885;9,2;-51;0;39
35.548.022;8,98;-51,13;0;38,87
35.557.157;9,14;-50,25;0;39,75
3.556.468;9,41;-50,21;0;39,79
35.571.789;9,01;-50,56;0;39,44
35.578.837;8,89;-49,15;0;40,85
35.586.105;9,25;-49,64;0;40,36
35.593.153;9,33;-50,69;0;39,31
3.560.022;8,9;-50,34;0;39,66
35.607.526;9,25;-48,93;0;41,07
35.614.609;9,26;-49,06;0;40,94
35.621.607;9,64;-50,78;0;39,22
35.628.803;9,75;-50,12;0;39,88
35.637.346;9,6;-49,64;0;40,36
35.652.157;9,51;-42,69;0;47,31
35.659.405;9,68;-50,21;0;39,79
35.666.655;9,61;-50,74;0;39,26
3.567.388;5,16;-26,82;0,54;63,18
35.680.927;9,71;-50,47;0;39,53
35.688.105;10,09;-49,9;0;40,1
35.695.131;10,01;-50,34;0;39,66
35.704.131;10,31;-51,04;0;38,96
35.715.692;9,83;-51,48;0;38,52
35.737.292;10,1;-51,79;0;38,21
35.747.512;10,37;-50,91;0;39,09
35.755.544;10,05;-50,16;0;39,84
35.763.229;10,88;-51,26;0;38,74
35.773.107;10,03;-51,79;0;38,21
35.783.259;10,04;-50,34;0,12;39,66
35.793.996;10,32;-51,97;0;38,03
35.804.867;10,31;-51,35;0;38,65
35.825.976;10,83;-51,04;0;38,96
35.837.935;10,41;-52,98;0;37,02
35.850.166;10,41;-52,45;0;37,55
35.861.177;10,67;-52,71;0;37,29
35.872.469;10,67;-51,97;0;38,03
35.888.202;11,03;-51,7;0;38,3
35.909.285;10,99;-52,01;0;37,99
35.916.978;10,8;-52,45;0;37,55
35.924.525;10,37;-51,57;0;38,43
35.931.596;10,98;-52,41;0;37,59
35.939.208;11,42;-52,27;0;37,73
35.948.606;5,55;-28,58;0;61,42
35.955.954;5,69;-28,98;0,57;61,02
35.963.154;11,39;-53,2;0;36,8
35.970.926;10,77;-53,55;0,61;36,45
35.978.598;11,68;-52,98;0,02;37,02
35.986.093;11,69;-51,88;0;38,12
35.993.514;10,99;-53,06;0;36,94
36.000.955;11,85;-53,02;0;36,98
36.008.535;11,14;-52,67;0;37,33
360.167;11,87;-53,15;0;36,85
3.602.894;11,68;-53,06;0;36,94
36.043.461;11,83;-53,94;0;36,06
36.066.338;12,42;-53,15;0;36,85
36.077.759;12,09;-53,2;0;36,8
36.085.371;12,89;-52,71;0;37,29
36.093.581;12,49;-53,11;0;36,89
36.106.562;12,07;-53,2;0;36,8
36.114.826;12,4;-53,59;0;36,41
36.124.109;13,6;-53,46;0;36,54
3.613.174;12,53;-54,56;0;35,44
36.139.919;12,8;-53,2;0;36,8
36.147.402;12,46;-53,28;0;36,72
36.154.846;13,08;-54,56;0;35,44
36.162.859;13,11;-53,59;0;36,41
36.170.327;12,8;-53,06;0;36,94
3.617.803;13,09;-30,87;0;59,13
36.185.443;6,16;-30,12;0;59,88
36.192.669;12,81;-54,87;0;35,13
36.200.801;13,28;-54,56;0;35,44
36.208.559;13,2;-53,72;0,59;36,28
36.221.567;13,65;-55,35;0;34,65
36.237.386;13,34;-54,56;0;35,44
36.247.839;14,38;-54,95;0;35,05
36.260.756;13,62;-54,65;0;35,35
36.273.893;13,36;-54,12;0;35,88
36.284.328;13,86;-54,34;0;35,66
36.292.285;13,22;-55,88;0;34,12
36.300.632;14,7;-54,08;0;35,92
36.316.626;14,36;-54,87;0;35,13
36.324.176;13,56;-54,6;0;35,4
36.331.525;14,57;-54,08;3,3;35,92
363.386;15,49;-54,47;3,3;35,53
36.345.623;14,4;-54,25;3,3;35,75
36.353.099;14,88;-53,81;3,3;36,19
36.360.116;14,68;-53,68;3,3;36,32
36.367.061;14,4;-55,13;3,3;34,87
36.377.075;15,11;-54,95;3,3;35,05
36.386.459;15,57;-55,53;3,3;34,47
4.003.294;16,25;-55,57;3,3;34,43
40.534.254;14,9;-56,63;3,3;33,37
40.539.971;14,85;-56,54;3,3;33,46
40.545.039;14,98;-32,93;3,3;57,07
40.549.655;15,49;-58,43;3,3;31,57
40.554.192;14,29;-58,52;3,3;31,48
40.558.736;2,96;-57,81;3,3;32,19
40.563.376;12,77;-58,82;3,3;31,18
40.567.888;13,64;-57,59;3,3;32,41
4.057.238;14,56;-58,52;3,3;31,48
40.576.829;14,63;-59,66;3,3;30,34
40.582.165;13,39;-58,74;3,3;31,26
40.588.033;14,57;-60,19;3,3;29,81
40.592.685;14,92;-60,23;3,3;29,77
40.597.233;13,57;-59,66;3,3;30,34
40.601.932;13,37;-60,93;3,3;29,07
40.606.436;13,75;-60,14;3,3;29,86
40.610.916;13,37;-58,74;3,3;31,26
40.615.519;12,81;-60,23;3,3;29,77
40.620.327;14,16;-60,93;3,3;29,07
40.624.789;13,59;-59,22;3,3;30,78
40.629.449;13,09;-58,87;3,3;31,13
40.633.905;13,62;-60,14;3,3;29,86
40.638.481;12,42;-59,97;3,3;30,03
40.644.754;12,49;-60,93;3,3;29,07
40.650.137;13,91;-60,93;3,3;29,07
40.654.823;13,86;-60,19;3,3;29,81
40.659.499;13,17;-59,7;3,3;30,3
40.663.992;13,08;-60,05;3,3;29,95
40.668.435;13,31;-36,01;3,3;53,99
40.672.846;12,98;-61,02;3,3;28,98
40.677.302;2,96;-34,12;3,3;55,88
40.681.883;2,96;-58,78;3,3;31,22
40.686.301;11,92;-57,59;3,3;32,41
4.069.071;12,12;-58,87;3,3;31,13
40.695.325;12,09;-58,78;3,3;31,22
40.699.872;12,27;-58,21;3,3;31,79
40.704.515;12,5;-59,39;3,3;30,61
40.708.928;12,01;-59;3,3;31
40.713.499;11,66;-58,91;3,3;31,09
40.718.088;11,91;-57,94;3,3;32,06
40.722.671;12,45;-58,56;3,3;31,44
40.727.232;11,32;-58,08;3,3;31,92
40.732.646;11,79;-58,38;3,3;31,62
40.737.024;11,68;-58,3;3,3;31,7
40.741.738;11,98;-58,74;3,3;31,26
40.746.319;11,86;-56,89;3,3;33,11
40.750.723;11,31;-58,52;3,3;31,48
40.755.243;11,56;-58,38;3,3;31,62
40.759.762;10,75;-58,08;3,3;31,92
40.764.181;11,31;-58,56;3,3;31,44
40.768.573;10,98;-57,86;3,3;32,14
40.772.968;11,32;-57,72;3,3;32,28
40.777.362;11,31;-58,03;3,3;31,97
40.781.893;10,83;-58,08;3,3;31,92
40.786.272;10,6;-57,42;3,3;32,58
4.079.068;10,78;-57,15;3,3;32,85
40.795.064;2,96;-31,04;3,3;58,96
40.799.795;10,98;-57,42;3,3;32,58
408.049;10,33;-57,59;3,3;32,41
40.809.955;10,75;-55,97;3,3;34,03
40.814.352;10,68;-56,63;3,3;33,37
40.819.217;10,15;-56,45;3,3;33,55
40.823.627;10,53;-56,98;3,3;33,02
40.828.028;10,11;-56,01;3,3;33,99
40.832.402;10,53;-57,46;3,3;32,54
40.836.773;10,16;-57,94;3,3;32,06
40.841.329;10,52;-56,19;3,3;33,81
40.845.927;9,59;-55,97;3,3;34,03
408.503;9,84;-56,41;3,3;33,59
40.854.672;9,6;-56,67;3,3;33,33
